epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,38785.2,0.92059,0.58888,1.06304,0.83636,0.75204,0.82779,0.51661,1.02696,0.74733,1.02092,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,39163.8,0.91466,0.56944,1.05529,0.83773,0.75018,0.82768,0.51675,1.02673,0.74588,1.02067,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,39544.2,0.9094,0.58077,1.06053,0.84209,0.74589,0.82753,0.51638,1.02706,0.7439,1.02117,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,39924.7,0.90639,0.56826,1.05402,0.84028,0.74758,0.82736,0.51642,1.02705,0.74286,1.02107,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,40305.8,0.90848,0.57415,1.05468,0.84016,0.74983,0.82782,0.51666,1.02671,0.74082,1.02099,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,40685,0.8867,0.56736,1.04974,0.83942,0.74981,0.8276,0.51709,1.02688,0.73925,1.02114,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,41063.9,0.89735,0.56536,1.05233,0.84138,0.74953,0.8278,0.51707,1.02709,0.73791,1.02146,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,41440.3,0.88909,0.55632,1.04881,0.83968,0.7522,0.82777,0.51704,1.02669,0.73712,1.02136,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,41816.5,0.87899,0.55392,1.03986,0.83673,0.75558,0.8278,0.51735,1.02678,0.73547,1.0216,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,42196,0.88491,0.56213,1.04338,0.83598,0.75454,0.82723,0.51702,1.02698,0.73422,1.02191,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,42581.3,0.87822,0.55087,1.04029,0.83552,0.75552,0.82648,0.51701,1.02693,0.73263,1.02215,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,42968.7,0.86178,0.54411,1.03449,0.83426,0.75594,0.82539,0.51677,1.02688,0.73037,1.02232,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,420.888,0.91848,0.57549,1.07402,0.84052,0.75137,0.82563,0.51667,1.02713,0.72887,1.02279,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,797.526,0.90871,0.57037,1.05918,0.84091,0.7517,0.82552,0.5162,1.02772,0.72758,1.02394,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,1178.21,0.90889,0.57561,1.05981,0.83957,0.75192,0.82566,0.51604,1.02778,0.72669,1.02458,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,1556.8,0.92005,0.57266,1.06443,0.84034,0.75236,0.82516,0.51597,1.02815,0.7245,1.02526,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,1938.75,0.91377,0.57517,1.06793,0.84284,0.75154,0.82531,0.51574,1.02868,0.72357,1.02569,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,2321.75,0.91249,0.57272,1.0622,0.8422,0.75323,0.82518,0.51554,1.02859,0.72325,1.02621,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,2700.84,0.90462,0.57319,1.05945,0.84141,0.75265,0.8251,0.51525,1.02773,0.72244,1.02617,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,3079.49,0.88442,0.5568,1.05092,0.8407,0.75524,0.8248,0.51503,1.02791,0.72246,1.02666,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,3458.36,0.88882,0.55569,1.05751,0.83887,0.75491,0.82428,0.51498,1.02838,0.72034,1.0275,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,3837.04,0.88883,0.5568,1.05342,0.84013,0.75547,0.82438,0.51475,1.029,0.71919,1.02821,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,4216.02,0.88376,0.56406,1.04934,0.84011,0.75548,0.82407,0.51474,1.02962,0.71779,1.02921,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,4593.71,0.87438,0.54759,1.03837,0.84036,0.75565,0.8242,0.51491,1.03016,0.7162,1.03014,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,4971.22,0.86999,0.54644,1.04469,0.84064,0.75493,0.82419,0.51508,1.03047,0.7146,1.03103,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,5348.82,0.87245,0.54722,1.03942,0.84182,0.75535,0.82422,0.5148,1.03027,0.71301,1.03142,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,5726.75,0.85423,0.53079,1.03244,0.84215,0.75535,0.82402,0.51493,1.03066,0.71077,1.03243,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,6104.67,0.85199,0.52793,1.03087,0.83505,0.76116,0.82411,0.51466,1.03063,0.70924,1.03316,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,6482.54,0.85142,0.52104,1.02615,0.83539,0.76079,0.824,0.51493,1.03067,0.70762,1.03418,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,6861.42,0.85508,0.5338,1.03279,0.83529,0.76127,0.8241,0.51453,1.0312,0.70632,1.03511,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,7240.17,0.84708,0.51929,1.02914,0.83414,0.76106,0.82427,0.51482,1.03155,0.70519,1.03606,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,7619.17,0.83444,0.51627,1.02235,0.8333,0.76321,0.82426,0.51445,1.03236,0.70365,1.03744,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,8002.33,0.8377,0.51689,1.0234,0.83278,0.7646,0.82486,0.51454,1.03277,0.70201,1.03838,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,8384.46,0.82621,0.50934,1.01602,0.83245,0.76446,0.82491,0.51426,1.03319,0.70066,1.03972,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,8763.21,0.81918,0.50602,1.01127,0.8337,0.76501,0.82535,0.51399,1.03336,0.6995,1.04076,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,9143,0.81271,0.50027,1.00956,0.83359,0.76643,0.82569,0.51474,1.03344,0.69799,1.04143,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,9522.65,0.80628,0.49815,1.00763,0.83325,0.76629,0.82551,0.51469,1.03361,0.69699,1.04239,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,9902.64,0.8081,0.49565,1.00472,0.8329,0.76835,0.82599,0.51439,1.03418,0.69484,1.04318,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,10282.6,0.79193,0.48392,1.00511,0.83255,0.76901,0.82389,0.5142,1.03422,0.6936,1.04384,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,10662.4,0.79338,0.48807,0.99823,0.83184,0.76854,0.82336,0.51425,1.03454,0.69262,1.04508,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,11042.8,0.79693,0.48721,1.0016,0.83114,0.76853,0.82418,0.51426,1.03484,0.69088,1.04609,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,11422.5,0.78115,0.47908,0.99526,0.83361,0.76747,0.82333,0.514,1.03535,0.68902,1.04695,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,11801.8,0.78408,0.47492,0.99798,0.83445,0.76797,0.82366,0.51379,1.0355,0.68744,1.04759,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,12182,0.7741,0.47343,0.99652,0.83402,0.76843,0.82385,0.51376,1.03584,0.68566,1.04879,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,12561.9,0.78929,0.47636,0.99875,0.83425,0.76823,0.82388,0.51338,1.03635,0.68413,1.04961,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,12940.3,0.77147,0.47022,0.98949,0.83443,0.7674,0.82383,0.51316,1.03611,0.68337,1.04957,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,13320.1,0.75763,0.46493,0.98461,0.83409,0.76694,0.8237,0.51323,1.03634,0.68222,1.05039,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,13699,0.76804,0.47204,0.99275,0.83595,0.76623,0.82366,0.51334,1.03661,0.68061,1.05122,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,14084,0.75874,0.46358,0.98449,0.83638,0.76677,0.82312,0.51327,1.03684,0.67966,1.05223,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,14465.8,0.74843,0.45572,0.97922,0.83678,0.76615,0.82327,0.51286,1.03753,0.67933,1.05346,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,14844.2,0.74528,0.45517,0.97752,0.83805,0.76623,0.82311,0.51285,1.0378,0.67912,1.05402,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,15223.4,0.73595,0.44656,0.97533,0.83727,0.76647,0.82192,0.51254,1.0381,0.67883,1.05485,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,15604,0.73794,0.44887,0.9805,0.83886,0.76588,0.82187,0.51266,1.03847,0.6778,1.05593,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,15985.2,0.7344,0.44787,0.97415,0.83915,0.76482,0.82269,0.51261,1.03866,0.67742,1.05674,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,16367.9,0.73401,0.44303,0.97125,0.83939,0.76467,0.81954,0.51192,1.03897,0.67725,1.05736,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,16751.4,0.73544,0.44661,0.97515,0.83933,0.76393,0.81936,0.51188,1.03943,0.67669,1.05826,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,17133.8,0.71237,0.42856,0.96115,0.84085,0.76284,0.81962,0.51201,1.03967,0.67646,1.05937,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
