epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
130,1982.65,1.115,0.76989,1.14514,0.80789,0.73355,0.80698,0.48889,1.32984,0.93314,1.24412,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,2297.27,1.11722,0.76925,1.14541,0.80835,0.73289,0.8074,0.48898,1.33014,0.93184,1.24436,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,2608.28,1.12593,0.76876,1.14774,0.80786,0.73366,0.80772,0.48897,1.33011,0.93089,1.2443,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,2918.32,1.11678,0.76549,1.14175,0.81065,0.73336,0.80835,0.48935,1.33087,0.93018,1.24467,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,3232.02,1.1215,0.76802,1.15011,0.80697,0.73517,0.80736,0.48926,1.33223,0.93021,1.24561,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,3547.54,1.11572,0.7614,1.14511,0.80721,0.73732,0.80713,0.48916,1.33242,0.93065,1.24604,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,3860.56,1.11008,0.76317,1.13957,0.80838,0.73676,0.80777,0.48901,1.33283,0.93043,1.24674,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,4173.18,1.11905,0.76303,1.14146,0.80789,0.73675,0.80712,0.48886,1.33304,0.9303,1.24709,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,4485.79,1.11698,0.75896,1.14382,0.809,0.73951,0.80743,0.48884,1.33341,0.92999,1.24712,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,4800.18,1.10903,0.75593,1.138,0.80757,0.7407,0.80782,0.48895,1.33394,0.92922,1.24767,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,5111.07,1.12342,0.76366,1.14152,0.80768,0.74109,0.80844,0.48922,1.33432,0.92856,1.24766,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,5426.75,1.1068,0.75172,1.13558,0.80506,0.74267,0.80842,0.48924,1.33489,0.92724,1.24807,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,5748.48,1.11445,0.75682,1.13995,0.8043,0.74552,0.80893,0.48909,1.33499,0.92659,1.2484,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,6065.98,1.10842,0.75253,1.13584,0.80684,0.74267,0.80853,0.48895,1.33517,0.92535,1.2484,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,6382.22,1.12062,0.75682,1.14126,0.80582,0.7421,0.80839,0.48927,1.33497,0.92451,1.24832,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,6702.37,1.10717,0.75179,1.13736,0.8051,0.74316,0.80818,0.48909,1.33524,0.92249,1.24842,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,7023.41,1.10874,0.74254,1.13612,0.80527,0.74328,0.80846,0.48893,1.33465,0.9216,1.24787,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,7344.3,1.10679,0.75028,1.12889,0.80427,0.74507,0.8079,0.48944,1.33532,0.92135,1.24802,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,7668.29,1.11605,0.74119,1.14685,0.80465,0.74626,0.80884,0.48931,1.33569,0.91995,1.24834,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,7989.03,1.09519,0.74034,1.1266,0.80205,0.74937,0.80856,0.48908,1.33588,0.9185,1.24835,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,8311.18,1.10436,0.74294,1.1333,0.80394,0.74717,0.80826,0.48921,1.33629,0.91699,1.24873,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,8623.05,1.099,0.73877,1.13106,0.80318,0.74765,0.80848,0.48908,1.33587,0.9161,1.24812,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,325.743,1.04183,0.68622,1.10798,0.80357,0.74759,0.80822,0.48932,1.33638,0.91581,1.24863,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,654.544,1.05444,0.70094,1.10978,0.80226,0.74865,0.80803,0.48915,1.33604,0.91503,1.2491,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,972.195,1.06194,0.70696,1.11239,0.80276,0.7486,0.80797,0.48912,1.33589,0.91455,1.24932,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,1281.12,1.06096,0.70367,1.1191,0.79915,0.75002,0.80806,0.48916,1.33636,0.91403,1.24961,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,1590.84,1.06271,0.70459,1.11222,0.80632,0.74594,0.80781,0.4891,1.33549,0.91343,1.24901,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,1895.48,1.05571,0.70413,1.11482,0.80731,0.74382,0.80763,0.48882,1.33748,0.91362,1.25058,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,2201.23,1.05512,0.69923,1.10981,0.80723,0.74426,0.80772,0.48872,1.33751,0.91309,1.25043,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,2508.42,1.06253,0.70007,1.11121,0.80413,0.74914,0.80776,0.48843,1.33764,0.91315,1.25057,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,2813.15,1.05601,0.69818,1.10797,0.79857,0.75143,0.80802,0.48822,1.3374,0.91354,1.2507,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,3118.24,1.06254,0.70103,1.11729,0.80165,0.7508,0.80765,0.48805,1.33719,0.91326,1.25061,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,3422.1,1.05725,0.69688,1.11183,0.8093,0.74409,0.8069,0.48775,1.33722,0.91241,1.25125,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,3724.86,1.05162,0.69489,1.10652,0.80874,0.74491,0.80598,0.48754,1.33826,0.91162,1.25237,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,4031.38,1.06085,0.69626,1.10806,0.80788,0.74568,0.80629,0.48704,1.33888,0.91103,1.25278,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,4336.51,1.05793,0.69766,1.11161,0.80816,0.74583,0.80599,0.48722,1.3392,0.91014,1.2532,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,4639.36,1.04966,0.693,1.10523,0.80567,0.74795,0.80613,0.48731,1.33919,0.91009,1.25311,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,4934.97,1.06402,0.69823,1.10876,0.80475,0.74788,0.80558,0.48745,1.33974,0.90931,1.25367,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,5236.07,1.05132,0.69142,1.1047,0.80466,0.74746,0.80538,0.48726,1.33966,0.91008,1.25334,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,5535.64,1.05972,0.69458,1.10894,0.80359,0.74773,0.80511,0.48711,1.33949,0.91043,1.25351,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,5842.51,1.05135,0.69395,1.10593,0.80232,0.74877,0.80522,0.48653,1.33985,0.9097,1.25421,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,6146.23,1.06184,0.69774,1.1106,0.8037,0.74898,0.80517,0.48689,1.33994,0.90954,1.25438,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,6446.13,1.05352,0.69206,1.10999,0.80442,0.74778,0.8053,0.48663,1.34009,0.90887,1.25486,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,6744.92,1.06256,0.68975,1.11053,0.8061,0.74724,0.80558,0.48711,1.33977,0.90885,1.25481,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,7052.23,1.05369,0.6933,1.10205,0.80644,0.74717,0.80562,0.48673,1.33943,0.90847,1.25543,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,7361.8,1.06479,0.6893,1.11766,0.8083,0.74642,0.8055,0.4866,1.33916,0.90754,1.25551,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,335.453,0.9923,0.64198,1.08268,0.80953,0.74648,0.80604,0.48665,1.33975,0.90663,1.25597,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,668.563,1.00119,0.6498,1.08262,0.80904,0.74566,0.80574,0.48639,1.34032,0.9066,1.25679,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,982.647,1.008,0.65327,1.08479,0.80972,0.74579,0.80567,0.48637,1.34126,0.907,1.25777,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,1287.89,1.00611,0.64837,1.09377,0.81001,0.74536,0.80541,0.48589,1.34185,0.90556,1.25781,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,1595.07,1.00978,0.65335,1.08486,0.81014,0.74562,0.80523,0.48597,1.34253,0.90557,1.25859,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,1897.87,1.00148,0.64904,1.0866,0.81042,0.74688,0.80495,0.48556,1.34232,0.90715,1.25935,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,2198.88,1.00188,0.64488,1.08388,0.80969,0.74753,0.80527,0.4851,1.34299,0.90638,1.26017,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,2507.8,1.0103,0.64889,1.08498,0.81057,0.74827,0.80522,0.48544,1.34357,0.90746,1.26101,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,2812.88,1.00474,0.64584,1.08207,0.81224,0.74714,0.8053,0.48539,1.34365,0.907,1.26105,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,3116.97,1.00673,0.64932,1.08871,0.81306,0.7467,0.80519,0.48575,1.34399,0.90734,1.26213,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,3422.53,1.00558,0.64778,1.08586,0.81222,0.74717,0.80452,0.48494,1.34461,0.90651,1.2628,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,3725.94,1.00124,0.64456,1.08075,0.81286,0.74721,0.80509,0.48498,1.34501,0.90788,1.26355,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,4026.04,1.01087,0.6503,1.08341,0.81316,0.74664,0.80505,0.48495,1.34485,0.9085,1.26385,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,4327.09,1.01012,0.65008,1.08542,0.81314,0.74722,0.80457,0.48488,1.34556,0.90922,1.2644,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,4620.87,1.00156,0.64416,1.0803,0.81144,0.74675,0.80484,0.48499,1.34577,0.90984,1.26424,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,4925.32,1.08422,0.65062,1.11838,0.80906,0.74707,0.80478,0.48491,1.34584,0.91153,1.26453,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,5241.57,1.05521,0.62515,1.10341,0.81399,0.74602,0.80524,0.48486,1.34693,0.91294,1.26603,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,5557.29,1.03095,0.60156,1.08399,0.81407,0.7455,0.80497,0.48459,1.34752,0.91322,1.26659,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,5870.26,1.03305,0.6031,1.08827,0.81617,0.74292,0.80496,0.48483,1.34855,0.91326,1.26741,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,6180.92,1.0323,0.59841,1.08329,0.81034,0.74908,0.8052,0.48472,1.34914,0.91379,1.26764,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,6481.78,1.01757,0.59593,1.08142,0.81689,0.74185,0.80386,0.4845,1.34982,0.91389,1.26844,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,6772.65,1.01227,0.58443,1.07861,0.81667,0.74306,0.80438,0.48476,1.35017,0.91461,1.26883,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,7070.88,1.01262,0.58372,1.07712,0.81734,0.74325,0.80469,0.4849,1.35046,0.91485,1.26932,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,341.009,0.95261,0.6122,1.06562,0.81681,0.7424,0.80411,0.48464,1.35008,0.91527,1.26933,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,669.469,0.96033,0.61654,1.06426,0.8184,0.74231,0.80482,0.48503,1.35023,0.91554,1.26956,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
